93, 17, 615
214, 125, 615
176, 195, 615
32, 60, 615
214, 103, 615
195, 174, 615
201, 65, 615
167, 29, 615
15, 118, 615
208, 150, 615
137, 17, 615
132, 16, 615
165, 202, 615
124, 215, 615
161, 26, 615
177, 193, 615
77, 208, 615
212, 89, 615
207, 77, 615
48, 189, 615
86, 19, 615
170, 31, 615
145, 211, 615
33, 57, 615
85, 211, 615
29, 64, 615
108, 15, 615
36, 54, 615
30, 168, 615
107, 215, 615
192, 52, 615
209, 82, 615
102, 214, 615
200, 167, 615
210, 147, 615
213, 132, 615
22, 78, 615
215, 121, 615
212, 92, 615
215, 110, 615
178, 193, 615
105, 16, 615
35, 54, 615
16, 125, 615
16, 103, 615
54, 195, 615
17, 133, 615
213, 94, 615
210, 148, 615
106, 215, 615
101, 214, 615
18, 92, 615
199, 61, 615
41, 47, 615
206, 157, 615
215, 111, 615
17, 95, 615
189, 48, 615
202, 164, 615
195, 176, 615
65, 201, 615
15, 120, 615
85, 20, 615
24, 74, 615
161, 204, 615
49, 39, 615
104, 16, 615
31, 170, 615
212, 139, 615
213, 135, 615
162, 203, 615
39, 179, 615
20, 83, 615
68, 203, 615
183, 41, 615
119, 15, 615
97, 213, 615
19, 141, 615
40, 181, 615
52, 38, 615
15, 110, 615
208, 153, 615
78, 22, 615
196, 56, 615
25, 71, 615
64, 201, 615
204, 160, 615
125, 214, 615
141, 19, 615
160, 204, 615
55, 35, 615
186, 185, 615
21, 80, 615
34, 174, 615
28, 165, 615
23, 153, 615
200, 63, 615
118, 15, 615
194, 177, 615
53, 193, 615
150, 21, 615
32, 170, 615
113, 215, 615
145, 20, 615
25, 70, 615
214, 98, 615
201, 166, 615
74, 206, 615
23, 154, 615
153, 23, 615
15, 113, 615
170, 198, 615
65, 29, 615
206, 73, 615
28, 67, 615
41, 183, 615
196, 173, 615
82, 209, 615
211, 142, 615
198, 171, 615
213, 97, 615
176, 35, 615
17, 136, 615
132, 213, 615
29, 165, 615
199, 170, 615
44, 185, 615
205, 72, 615
214, 128, 615
73, 206, 615
210, 85, 615
17, 98, 615
15, 112, 615
187, 46, 615
21, 148, 615
38, 178, 615
32, 58, 615
80, 22, 615
88, 19, 615
168, 30, 615
26, 161, 615
46, 42, 615
154, 23, 615
46, 187, 615
129, 214, 615
81, 21, 615
24, 156, 615
183, 189, 615
215, 116, 615
56, 195, 615
19, 144, 615
215, 105, 615
25, 158, 615
16, 98, 615
38, 179, 615
73, 24, 615
208, 77, 615
205, 159, 615
23, 77, 615
181, 40, 615
87, 19, 615
46, 43, 615
179, 192, 615
187, 45, 615
95, 17, 615
211, 85, 615
128, 214, 615
105, 215, 615
182, 189, 615
58, 197, 615
100, 214, 615
15, 115, 615
195, 54, 615
180, 39, 615
205, 160, 615
44, 44, 615
126, 16, 615
16, 128, 615
63, 29, 615
185, 186, 615
203, 163, 615
203, 68, 615
45, 43, 615
61, 199, 615
84, 20, 615
214, 101, 615
116, 215, 615
148, 20, 615
94, 17, 615
101, 16, 615
127, 214, 615
215, 125, 615
35, 175, 615
15, 105, 615
143, 19, 615
48, 40, 615
172, 32, 615
20, 146, 615
191, 50, 615
163, 28, 615
72, 205, 615
211, 145, 615
19, 87, 615
91, 212, 615
50, 191, 615
151, 22, 615
130, 16, 615
22, 152, 615
83, 20, 615
77, 23, 615
214, 131, 615
115, 215, 615
42, 183, 615
91, 18, 615
174, 34, 615
15, 124, 615
122, 15, 615
209, 80, 615
95, 213, 615
204, 68, 615
214, 104, 615
172, 198, 615
163, 203, 615
90, 212, 615
125, 16, 615
177, 36, 615
18, 137, 615
193, 178, 615
120, 15, 615
209, 148, 615
76, 23, 615
67, 28, 615
51, 192, 615
184, 188, 615
47, 41, 615
36, 177, 615
97, 17, 615
173, 34, 615
16, 101, 615
202, 66, 615
186, 44, 615
152, 22, 615
56, 35, 615
208, 80, 615
187, 185, 615
98, 16, 615
169, 199, 615
57, 34, 615
156, 206, 615
82, 21, 615
188, 184, 615
27, 68, 615
201, 63, 615
86, 211, 615
160, 25, 615
211, 88, 615
17, 93, 615
109, 15, 615
60, 31, 615
15, 107, 615
67, 203, 615
146, 20, 615
96, 213, 615
131, 214, 615
16, 131, 615
213, 133, 615
33, 172, 615
185, 44, 615
103, 214, 615
75, 206, 615
193, 53, 615
198, 59, 615
70, 205, 615
178, 38, 615
80, 208, 615
16, 104, 615
213, 95, 615
89, 19, 615
192, 178, 615
75, 23, 615
117, 15, 615
142, 19, 615
207, 155, 615
39, 51, 615
137, 18, 615
26, 69, 615
29, 65, 615
18, 139, 615
215, 119, 615
212, 90, 615
72, 25, 615
190, 48, 615
190, 182, 615
47, 188, 615
210, 146, 615
50, 39, 615
112, 15, 615
197, 172, 615
118, 215, 615
68, 26, 615
18, 90, 615
182, 40, 615
34, 57, 615
181, 190, 615
206, 155, 615
158, 205, 615
53, 36, 615
215, 120, 615
98, 213, 615
165, 28, 615
28, 65, 615
204, 161, 615
191, 179, 615
93, 212, 615
23, 75, 615
62, 30, 615
189, 182, 615
17, 134, 615
111, 15, 615
18, 91, 615
171, 32, 615
197, 57, 615
93, 18, 615
214, 126, 615
151, 208, 615
167, 30, 615
15, 119, 615
208, 151, 615
202, 165, 615
132, 17, 615
177, 194, 615
127, 16, 615
119, 215, 615
48, 190, 615
99, 16, 615
30, 62, 615
168, 200, 615
170, 32, 615
28, 163, 615
33, 58, 615
183, 42, 615
19, 142, 615
24, 75, 615
148, 209, 615
61, 31, 615
162, 204, 615
174, 195, 615
92, 212, 615
70, 25, 615
28, 164, 615
40, 182, 615
18, 140, 615
196, 57, 615
110, 215, 615
22, 79, 615
215, 122, 615
53, 194, 615
37, 52, 615
79, 22, 615
92, 18, 615
145, 19, 615
155, 206, 615
35, 55, 615
212, 93, 615
140, 18, 615
32, 171, 615
58, 32, 615
191, 181, 615
16, 126, 615
38, 51, 615
100, 16, 615
135, 17, 615
205, 70, 615
18, 93, 615
63, 201, 615
41, 48, 615
155, 23, 615
210, 83, 615
25, 159, 615
150, 22, 615
52, 192, 615
54, 35, 615
153, 207, 615
17, 96, 615
37, 177, 615
15, 121, 615
144, 19, 615
79, 208, 615
139, 18, 615
19, 85, 615
158, 25, 615
213, 136, 615
29, 166, 615
39, 180, 615
20, 84, 615
44, 186, 615
182, 190, 615
68, 204, 615
214, 129, 615
87, 211, 615
40, 48, 615
96, 17, 615
215, 114, 615
171, 198, 615
196, 174, 615
82, 210, 615
114, 15, 615
213, 98, 615
176, 36, 615
17, 137, 615
185, 187, 615
27, 162, 615
25, 72, 615
169, 31, 615
125, 215, 615
43, 45, 615
109, 215, 615
160, 205, 615
78, 208, 615
186, 186, 615
104, 214, 615
57, 196, 615
133, 213, 615
21, 81, 615
194, 53, 615
102, 16, 615
21, 149, 615
205, 158, 615
159, 25, 615
143, 211, 615
208, 78, 615
