133, 17, 1855
111, 215, 1855
70, 205, 1855
16, 102, 1855
80, 208, 1855
54, 194, 1855
162, 27, 1855
20, 147, 1855
165, 201, 1855
191, 51, 1855
213, 93, 1855
212, 137, 1855
192, 178, 1855
75, 23, 1855
69, 26, 1855
206, 156, 1855
39, 49, 1855
165, 29, 1855
195, 175, 1855
142, 19, 1855
159, 205, 1855
207, 155, 1855
15, 108, 1855
137, 18, 1855
189, 183, 1855
29, 65, 1855
36, 53, 1855
16, 132, 1855
190, 182, 1855
20, 82, 1855
210, 146, 1855
112, 15, 1855
198, 60, 1855
68, 26, 1855
59, 198, 1855
182, 40, 1855
130, 214, 1855
158, 205, 1855
53, 36, 1855
215, 120, 1855
152, 208, 1855
204, 161, 1855
191, 179, 1855
30, 63, 1855
202, 67, 1855
60, 198, 1855
128, 16, 1855
200, 168, 1855
123, 15, 1855
200, 62, 1855
18, 91, 1855
171, 32, 1855
194, 176, 1855
138, 18, 1855
214, 126, 1855
151, 208, 1855
15, 119, 1855
202, 165, 1855
137, 212, 1855
132, 17, 1855
31, 169, 1855
213, 134, 1855
33, 173, 1855
127, 16, 1855
119, 215, 1855
71, 25, 1855
145, 210, 1855
98, 214, 1855
28, 66, 1855
41, 182, 1855
168, 200, 1855
215, 112, 1855
35, 56, 1855
65, 202, 1855
16, 105, 1855
213, 96, 1855
24, 75, 1855
49, 40, 1855
148, 209, 1855
61, 31, 1855
212, 140, 1855
199, 169, 1855
162, 204, 1855
92, 212, 1855
52, 37, 1855
70, 25, 1855
28, 164, 1855
208, 152, 1855
40, 182, 1855
18, 140, 1855
15, 122, 1855
15, 111, 1855
196, 57, 1855
212, 91, 1855
190, 49, 1855
37, 52, 1855
22, 79, 1855
92, 18, 1855
26, 160, 1855
145, 19, 1855
140, 18, 1855
32, 171, 1855
20, 85, 1855
100, 16, 1855
135, 17, 1855
201, 165, 1855
40, 49, 1855
181, 191, 1855
69, 204, 1855
141, 211, 1855
41, 48, 1855
204, 162, 1855
83, 210, 1855
93, 213, 1855
52, 192, 1855
25, 159, 1855
23, 76, 1855
201, 64, 1855
17, 96, 1855
37, 177, 1855
179, 191, 1855
211, 141, 1855
79, 208, 1855
45, 186, 1855
153, 22, 1855
197, 58, 1855
19, 85, 1855
106, 15, 1855
214, 99, 1855
215, 123, 1855
164, 202, 1855
68, 204, 1855
214, 129, 1855
87, 211, 1855
37, 178, 1855
203, 162, 1855
82, 210, 1855
