122, 59, 320
116, 104, 320
114, 43, 320
63, 27, 320
50, 119, 320
124, 64, 320
55, 121, 320
102, 33, 320
115, 104, 320
119, 52, 320
43, 37, 320
88, 123, 320
98, 31, 320
77, 125, 320
26, 84, 320
117, 49, 320
96, 121, 320
107, 36, 320
75, 125, 320
79, 25, 320
101, 33, 320
25, 72, 320
42, 113, 320
116, 47, 320
120, 97, 320
28, 58, 320
26, 83, 320
49, 32, 320
125, 82, 320
87, 124, 320
125, 71, 320
35, 105, 320
113, 42, 320
43, 114, 320
104, 116, 320
73, 25, 320
32, 49, 320
124, 66, 320
107, 113, 320
48, 117, 320
30, 96, 320
36, 107, 320
91, 123, 320
42, 37, 320
56, 121, 320
58, 122, 320
112, 108, 320
52, 119, 320
95, 29, 320
41, 111, 320
125, 74, 320
33, 103, 320
123, 59, 320
117, 101, 320
28, 91, 320
121, 54, 320
55, 29, 320
111, 109, 320
111, 41, 320
76, 25, 320
114, 106, 320
26, 67, 320
91, 28, 320
46, 115, 320
123, 89, 320
120, 54, 320
31, 52, 320
25, 75, 320
99, 31, 320
27, 59, 320
109, 112, 320
123, 62, 320
48, 33, 320
29, 93, 320
112, 109, 320
119, 99, 320
110, 39, 320
32, 101, 320
37, 107, 320
122, 57, 320
27, 89, 320
103, 117, 320
29, 55, 320
108, 112, 320
104, 35, 320
25, 78, 320
69, 125, 320
57, 28, 320
64, 124, 320
121, 95, 320
93, 28, 320
49, 117, 320
29, 96, 320
39, 110, 320
47, 34, 320
125, 77, 320
118, 50, 320
80, 125, 320
121, 57, 320
64, 26, 320
41, 38, 320
109, 39, 320
50, 32, 320
115, 45, 320
27, 62, 320
101, 118, 320
124, 84, 320
92, 28, 320
109, 38, 320
113, 108, 320
30, 53, 320
120, 98, 320
117, 47, 320
37, 42, 320
60, 27, 320
98, 119, 320
49, 33, 320
110, 110, 320
25, 81, 320
25, 70, 320
35, 106, 320
52, 30, 320
60, 123, 320
124, 67, 320
63, 124, 320
35, 46, 320
103, 33, 320
125, 80, 320
115, 105, 320
125, 69, 320
87, 27, 320
59, 122, 320
82, 26, 320
54, 121, 320
47, 116, 320
26, 65, 320
59, 27, 320
115, 106, 320
106, 35, 320
97, 120, 320
25, 73, 320
124, 86, 320
114, 44, 320
40, 39, 320
113, 43, 320
124, 87, 320
125, 72, 320
107, 114, 320
33, 101, 320
26, 85, 320
72, 125, 320
107, 37, 320
123, 87, 320
70, 125, 320
74, 25, 320
120, 52, 320
83, 124, 320
30, 97, 320
106, 114, 320
89, 27, 320
96, 29, 320
124, 68, 320
122, 93, 320
69, 25, 320
100, 118, 320
82, 124, 320
66, 124, 320
112, 41, 320
96, 30, 320
26, 68, 320
61, 123, 320
42, 38, 320
27, 87, 320
85, 26, 320
57, 121, 320
45, 35, 320
25, 76, 320
32, 50, 320
52, 120, 320
68, 25, 320
46, 34, 320
93, 121, 320
100, 31, 320
79, 125, 320
31, 99, 320
26, 87, 320
119, 50, 320
125, 75, 320
61, 27, 320
40, 110, 320
44, 35, 320
121, 93, 320
31, 50, 320
34, 46, 320
108, 113, 320
123, 60, 320
85, 124, 320
78, 125, 320
28, 92, 320
34, 103, 320
111, 110, 320
123, 90, 320
105, 35, 320
58, 28, 320
114, 107, 320
35, 44, 320
73, 125, 320
54, 29, 320
77, 25, 320
68, 124, 320
108, 37, 320
36, 43, 320
62, 27, 320
100, 119, 320
75, 25, 320
38, 108, 320
41, 112, 320
39, 40, 320
51, 31, 320
122, 58, 320
116, 103, 320
65, 26, 320
27, 90, 320
72, 25, 320
29, 94, 320
44, 114, 320
117, 102, 320
119, 100, 320
99, 119, 320
121, 55, 320
25, 68, 320
115, 46, 320
33, 49, 320
31, 100, 320
29, 56, 320
50, 118, 320
124, 63, 320
46, 116, 320
125, 78, 320
98, 30, 320
118, 100, 320
96, 120, 320
121, 96, 320
93, 29, 320
65, 124, 320
26, 63, 320
27, 60, 320
49, 118, 320
123, 63, 320
50, 31, 320
101, 32, 320
38, 42, 320
25, 71, 320
116, 46, 320
81, 125, 320
97, 30, 320
41, 39, 320
120, 96, 320
28, 57, 320
110, 40, 320
37, 108, 320
26, 82, 320
125, 70, 320
87, 123, 320
59, 123, 320
25, 79, 320
63, 26, 320
35, 104, 320
57, 29, 320
95, 121, 320
27, 63, 320
43, 113, 320
104, 115, 320
78, 25, 320
124, 65, 320
30, 54, 320
84, 124, 320
88, 27, 320
117, 48, 320
42, 112, 320
56, 29, 320
94, 121, 320
122, 91, 320
26, 64, 320
36, 106, 320
84, 26, 320
53, 30, 320
91, 122, 320
28, 59, 320
103, 34, 320
124, 85, 320
71, 125, 320
43, 36, 320
59, 28, 320
47, 117, 320
83, 26, 320
67, 26, 320
90, 27, 320
37, 43, 320
98, 120, 320
110, 111, 320
82, 125, 320
25, 82, 320
40, 40, 320
52, 31, 320
90, 123, 320
66, 26, 320
46, 35, 320
125, 81, 320
53, 120, 320
26, 66, 320
89, 123, 320
91, 27, 320
122, 92, 320
106, 36, 320
123, 88, 320
120, 53, 320
25, 74, 320
106, 115, 320
80, 25, 320
109, 111, 320
34, 104, 320
86, 124, 320
125, 73, 320
31, 98, 320
111, 40, 320
29, 54, 320
54, 30, 320
67, 124, 320
33, 102, 320
26, 86, 320
62, 123, 320
57, 122, 320
104, 34, 320
86, 26, 320
93, 122, 320
81, 25, 320
44, 36, 320
100, 32, 320
30, 98, 320
94, 29, 320
47, 33, 320
123, 61, 320
44, 115, 320
28, 93, 320
118, 49, 320
40, 111, 320
31, 51, 320
34, 47, 320
102, 117, 320
32, 100, 320
112, 42, 320
27, 88, 320
103, 116, 320
123, 91, 320
51, 119, 320
119, 98, 320
25, 77, 320
115, 44, 320
33, 47, 320
68, 26, 320
27, 61, 320
101, 117, 320
92, 122, 320
45, 115, 320
36, 44, 320
74, 125, 320
29, 95, 320
39, 109, 320
119, 51, 320
30, 52, 320
125, 76, 320
33, 48, 320
39, 41, 320
121, 94, 320
27, 91, 320
29, 57, 320
117, 103, 320
121, 56, 320
25, 80, 320
124, 82, 320
25, 69, 320
71, 25, 320
118, 101, 320
63, 123, 320
35, 45, 320
105, 115, 320
38, 41, 320
124, 83, 320
68, 125, 320
108, 38, 320
125, 79, 320
125, 68, 320
87, 26, 320
82, 25, 320
113, 107, 320
54, 120, 320
38, 109, 320
70, 25, 320
76, 125, 320
